Clave pintura,Date,Frequency_usage,Liters_Used,Material_Names,Frequency_area,Painted_Area_m2,Yield_m2_per_L,Seleccion,FYEILD,Litros
1013-DYNAPRIME 2821,2022-07-08 00:00:00,1,115,U1013_VALS,,,,1,19.55844047,115
1013-DYNAPRIME 2821,2022-07-10 00:00:00,4,567.75,U1013_VALS,7,6144.61689,10.82275102,1,10.82275102,567.75
1013-DYNAPRIME 2821,2022-07-11 00:00:00,2,268.5,U1013_VALS,6,5835.419,21.7334041,1,21.7334041,268.5
1013-DYNAPRIME 2821,2022-07-12 00:00:00,1,120,U1013_VALS,8,8768.58134,73.07151117,1,73.07151117,120
1013-DYNAPRIME 2821,2022-07-13 00:00:00,9,914.75,U1013_VALS,15,13801.942,15.08821208,1,15.08821208,914.75
1013-DYNAPRIME 2821,2022-07-14 00:00:00,6,797.75,U1013_VALS,,,,1,2.212874727,797.75
1013-DYNAPRIME 2821,2022-07-15 00:00:00,2,313.5,U1013_VALS,6,8215.61013,26.20609292,1,26.20609292,313.5
1013-DYNAPRIME 2821,2022-07-17 00:00:00,2,254.25,U1013_VALS,12,11445.25968,45.01577062,1,45.01577062,254.25
1013-DYNAPRIME 2821,2022-07-18 00:00:00,6,966.25,U1013_VALS,7,6701.828,6.935915136,1,6.935915136,966.25
1013-DYNAPRIME 2821,2022-07-19 00:00:00,4,532.75,U1013_VALS,9,9788.59168,18.37370564,1,18.37370564,532.75
1013-DYNAPRIME 2821,2022-07-20 00:00:00,1,189.25,U1013_VALS,,,,1,33.34936797,189.25
1013-DYNAPRIME 2821,2022-07-21 00:00:00,4,503.5,U1013_VALS,13,18199.09845,36.14518063,1,36.14518063,503.5
1013-DYNAPRIME 2821,2022-07-22 00:00:00,3,432.5,U1013_VALS,4,4290.365,9.919919075,1,9.919919075,432.5
1013-DYNAPRIME 2821,2022-07-23 00:00:00,5,645,U1013_VALS,8,7791.975,12.0805814,1,12.0805814,645
1013-DYNAPRIME 2821,2022-07-24 00:00:00,5,608.25,U1013_VALS,3,2751.632,4.52385039,1,4.52385039,608.25
1013-DYNAPRIME 2821,2022-07-25 00:00:00,4,460.5,U1013_VALS,2,1927.338,4.185315961,1,4.185315961,460.5
1013-DYNAPRIME 2821,2022-07-26 00:00:00,5,695,U1013_VALS,15,17230.199,24.79165324,1,24.79165324,695
1013-DYNAPRIME 2821,2022-07-28 00:00:00,1,105,U1013_VALS,,,,1,139.3054801,105
1013-DYNAPRIME 2821,2022-07-29 00:00:00,2,279.25,U1013_VALS,5,6797.15958,24.34076842,1,24.34076842,279.25
1013-DYNAPRIME 2821,2022-07-31 00:00:00,6,738.5,U1013_VALS,10,11788.26594,15.96244542,1,15.96244542,738.5
1013-DYNAPRIME 2821,2022-08-04 00:00:00,2,340,U1013_VALS,,,,1,18.708925,340
1013-DYNAPRIME 2821,2022-08-05 00:00:00,6,710,U1013_VALS,,,,1,0,710
1013-DYNAPRIME 2821,2022-08-06 00:00:00,6,740,U1013_VALS,,,,1,0,740
1013-DYNAPRIME 2821,2022-08-08 00:00:00,2,260,U1013_VALS,,,,1,0,260
1013-DYNAPRIME 2821,2022-08-09 00:00:00,7,1130,U1013_VALS,,,,1,0,1130
1013-DYNAPRIME 2821,2022-08-10 00:00:00,2,250,U1013_VALS,,,,1,0,250
1013-DYNAPRIME 2821,2022-08-13 00:00:00,,,,5,5658.927,,1,0,479.375
1013-DYNAPRIME 2821,2022-08-14 00:00:00,8,1055,U1013_VALS,11,13915.519,13.1900654,1,13.1900654,1055
1013-DYNAPRIME 2821,2022-08-17 00:00:00,4,435,U1013_VALS,,,,1,18.79963345,435
1013-DYNAPRIME 2821,2022-08-19 00:00:00,4,630,U1013_VALS,,,,1,0,630
1013-DYNAPRIME 2821,2022-08-21 00:00:00,8,1280,U1013_VALS,,,,1,0,1280
1013-DYNAPRIME 2821,2022-08-24 00:00:00,1,200,U1013_VALS,3,4557.485,22.787425,1,22.787425,200
1013-DYNAPRIME 2821,2022-08-25 00:00:00,6,875,U1013_VALS,2,3149.61816,3.599563611,1,3.599563611,875
1013-DYNAPRIME 2821,2022-08-28 00:00:00,5,700,U1013_VALS,10,9345.01458,13.35002083,1,13.35002083,700
1013-DYNAPRIME 2821,2022-09-01 00:00:00,2,400,U1013_VALS,10,9552.18646,23.88046615,1,23.88046615,400
1013-DYNAPRIME 2821,2022-09-06 00:00:00,3,280,U1013_VALS,8,9479.1777,33.85420607,1,33.85420607,280
1013-DYNAPRIME 2821,2022-09-07 00:00:00,1,20,U1013_VALS,,,,1,440.1046789,20
1013-DYNAPRIME 2821,2022-09-08 00:00:00,2,205,U1013_VALS,,,,1,0,205
1013-DYNAPRIME 2821,2022-09-10 00:00:00,6,695,U1013_VALS,4,4575.195,6.583014388,1,6.583014388,695
1013-DYNAPRIME 2821,2022-09-11 00:00:00,1,40,U1013_VALS,,,,1,107.7968606,40
1013-DYNAPRIME 2821,2022-09-13 00:00:00,2,200,U1013_VALS,,,,1,0,200
1013-DYNAPRIME 2821,2022-09-15 00:00:00,3,400,U1013_VALS,,,,1,0,400
1013-DYNAPRIME 2821,2022-09-17 00:00:00,2,255,U1013_VALS,4,4982.555,19.53943137,1,19.53943137,255
1013-DYNAPRIME 2821,2022-09-18 00:00:00,1,65,U1013_VALS,,,,1,57.11526094,65
1013-DYNAPRIME 2821,2022-09-19 00:00:00,7,565,U1013_VALS,5,5626.378,9.95819115,1,9.95819115,565
1013-DYNAPRIME 2821,2022-09-21 00:00:00,2,300,U1013_VALS,3,3266.788,10.88929333,1,10.88929333,300
1013-DYNAPRIME 2821,2022-09-22 00:00:00,5,360,U1013_VALS,,,,1,1.814882222,360
1013-DYNAPRIME 2821,2022-09-24 00:00:00,4,450,U1013_VALS,,,,1,0,450
1013-DYNAPRIME 2821,2022-09-25 00:00:00,1,150,U1013_VALS,,,,1,0,150
1013-DYNAPRIME 2821,2022-09-27 00:00:00,2,200,U1013_VALS,,,,1,0,200
1013-DYNAPRIME 2821,2022-09-28 00:00:00,3,470,U1013_VALS,,,,1,0,470
1013-DYNAPRIME 2821,2022-09-29 00:00:00,1,24.25,U1013_VALS,,,,1,0,24.25
1013-DYNAPRIME 2821,2022-10-05 00:00:00,1,124.25,U1013_VALS,,,,1,0,124.25
1013-DYNAPRIME 2821,2022-10-06 00:00:00,2,90,U1013_VALS,,,,1,0,90
1013-DYNAPRIME 2821,2022-10-17 00:00:00,2,189.25,U1013_VALS,2,1587.762,8.389759577,1,8.389759577,189.25
1013-DYNAPRIME 2821,2022-10-26 00:00:00,1,109.25,U1013_VALS,,,,1,6.143531041,109.25
1013-DYNAPRIME 2821,2022-10-31 00:00:00,3,269.25,U1013_VALS,5,5162.571,19.17389415,1,19.17389415,269.25
1013-DYNAPRIME 2821,2022-11-04 00:00:00,1,85,U1013_VALS,,,,1,41.56223526,85
1013-DYNAPRIME 2821,2022-11-20 00:00:00,2,248.5,U1013_VALS,6,5802.64354,23.35067823,1,23.35067823,248.5
1013-DYNAPRIME 2821,2023-01-14 00:00:00,2,210,U1013_VALS,4,4822.376,22.96369524,1,22.96369524,210
1013-DYNAPRIME 2821,2023-01-21 00:00:00,6,627.75,U1013_VALS,24,21041.658,33.51916846,1,33.51916846,627.75
1013-DYNAPRIME 2821,2023-01-22 00:00:00,6,717,U1013_VALS,,,,1,4.172365112,717
1013-DYNAPRIME 2821,2023-01-27 00:00:00,5,619.25,U1013_VALS,5,5242.99688,8.466688543,1,8.466688543,619.25
1013-DYNAPRIME 2821,2023-01-28 00:00:00,4,310,U1013_VALS,3,3340.249,10.77499677,1,10.77499677,310
1013-DYNAPRIME 2821,2023-01-29 00:00:00,4,444.25,U1013_VALS,6,5777.1434,13.00426201,1,13.00426201,444.25
1013-DYNAPRIME 2821,2023-01-30 00:00:00,2,185,U1013_VALS,,,,1,18.22354015,185
1013-DYNAPRIME 2821,2023-01-31 00:00:00,4,350,U1013_VALS,5,4445.80955,12.702313,1,12.702313,350
1013-DYNAPRIME 2821,2023-02-01 00:00:00,2,165,U1013_VALS,,,,1,14.2419873,165
1013-DYNAPRIME 2821,2023-02-02 00:00:00,2,75,U1013_VALS,,,,1,0,75
1013-DYNAPRIME 2821,2023-02-04 00:00:00,4,417.75,U1013_VALS,2,1875.495,4.48951526,1,4.48951526,417.75
1013-DYNAPRIME 2821,2023-02-06 00:00:00,2,189.25,U1013_VALS,2,1655.394,8.747128137,1,8.747128137,189.25
1013-DYNAPRIME 2821,2023-02-12 00:00:00,4,447.75,U1013_VALS,10,6926.53725,15.46965327,1,15.46965327,447.75
1013-DYNAPRIME 2821,2023-02-13 00:00:00,1,70,U1013_VALS,,,,1,83.48087888,70
1013-DYNAPRIME 2821,2023-02-14 00:00:00,1,50,U1013_VALS,,,,1,0,50
1013-DYNAPRIME 2821,2023-02-15 00:00:00,2,339.25,U1013_VALS,,,,1,0,339.25
1013-DYNAPRIME 2821,2023-02-16 00:00:00,1,139.25,U1013_VALS,5,4209.17,30.22743268,1,30.22743268,139.25
1013-DYNAPRIME 2821,2023-02-19 00:00:00,7,839.25,U1013_VALS,,,,1,25.21203798,839.25
1013-DYNAPRIME 2821,2023-02-22 00:00:00,,,,5,4964.376,,1,0,283.6166667
1013-DYNAPRIME 2821,2023-02-23 00:00:00,3,500,U1013_VALS,12,14480.836,28.961672,1,28.961672,500
1013-DYNAPRIME 2821,2023-02-24 00:00:00,3,400,U1013_VALS,10,11893.56,29.7339,1,29.7339,400
1013-DYNAPRIME 2821,2023-02-25 00:00:00,2,260,U1013_VALS,1,1041.28767,4.004952577,1,4.004952577,260
1013-DYNAPRIME 2821,2023-02-26 00:00:00,4,450,U1013_VALS,3,2632.304,5.849564444,1,5.849564444,450
1013-DYNAPRIME 2821,2023-02-28 00:00:00,2,140,U1013_VALS,,,,1,12.95260698,140
1013-DYNAPRIME 2821,2023-03-06 00:00:00,3,389.25,U1013_VALS,4,3379.822,8.682908157,1,8.682908157,389.25
1013-DYNAPRIME 2821,2023-03-07 00:00:00,1,50,U1013_VALS,,,,1,58.91353184,50
1013-DYNAPRIME 2821,2023-03-08 00:00:00,2,130,U1013_VALS,,,,1,0,130
1013-DYNAPRIME 2821,2023-03-17 00:00:00,1,200,U1013_VALS,14,15303.904,76.51952,1,76.51952,200
1013-DYNAPRIME 2821,2023-03-18 00:00:00,1,125,U1013_VALS,,,,1,45.911712,125
1013-DYNAPRIME 2821,2023-03-22 00:00:00,1,160,U1013_VALS,6,5527.656,34.54785,1,34.54785,160
1013-DYNAPRIME 2821,2023-03-23 00:00:00,4,300,U1013_VALS,,,,1,16.12233,300
1013-DYNAPRIME 2821,2023-03-25 00:00:00,,,,1,1247.16,,1,0,423.3125
1013-DYNAPRIME 2821,2023-03-26 00:00:00,6,800,U1013_VALS,23,21641.777,27.05222125,1,27.05222125,800
1013-DYNAPRIME 2821,2023-03-28 00:00:00,2,150,U1013_VALS,,,,1,117.2262921,150
1013-DYNAPRIME 2821,2023-03-31 00:00:00,1,200,U1013_VALS,,,,1,0,200
1013-DYNAPRIME 2821,2023-04-02 00:00:00,,,,3,3499.62,,1,0,354.3653846
1013-DYNAPRIME 2821,2023-04-03 00:00:00,3,495,U1013_VALS,7,6665.829,13.46632121,1,13.46632121,495
1013-DYNAPRIME 2821,2023-04-05 00:00:00,2,385,U1013_VALS,19,18008.58275,46.77553961,1,46.77553961,385
1013-DYNAPRIME 2821,2023-04-06 00:00:00,2,240,U1013_VALS,,,,1,28.26022185,240
1013-DYNAPRIME 2821,2023-04-08 00:00:00,2,400,U1013_VALS,5,5671.263,14.1781575,1,14.1781575,400
1013-DYNAPRIME 2821,2023-04-11 00:00:00,,,,1,902.55,,1,0.611389301,383.4642857
1013-DYNAPRIME 2821,2023-04-12 00:00:00,2,320,U1013_VALS,20,18685.89438,58.39341994,1,58.39341994,320
1013-DYNAPRIME 2821,2023-04-20 00:00:00,6,555,U1013_VALS,1,837.675,1.509324324,1,1.509324324,555
1013-DYNAPRIME 2821,2023-04-28 00:00:00,6,817,U1013_VALS,23,26122.68666,31.97391268,1,31.97391268,817
1013-DYNAPRIME 2821,2023-05-13 00:00:00,1,130,U1013_VALS,,,,1,168.9698309,130
1013-DYNAPRIME 2821,2023-05-20 00:00:00,,,,15,15794.04884,,1,0,366.6346154
1013-DYNAPRIME 2821,2023-05-21 00:00:00,,,,12,13960.372,,1,0,379.2678571
1013-DYNAPRIME 2821,2023-05-24 00:00:00,7,587.75,U1013_VALS,,,,1,0,587.75
1013-DYNAPRIME 2821,2023-06-09 00:00:00,2,308.5,U1013_VALS,9,8857.83674,28.71259883,1,28.71259883,308.5
1013-DYNAPRIME 2821,2023-07-01 00:00:00,3,139.25,U1013_VALS,1,1194.552,8.578470377,1,8.578470377,139.25
1013-DYNAPRIME 2821,2023-11-12 00:00:00,1,119.25,U1013_VALS,,,,1,1.43873717,119.25
1013-DYNAPRIME 2821,2023-11-28 00:00:00,2,110,U1013_VALS,1,1097.124,9.973854545,1,9.973854545,110
1013-DYNAPRIME 2821,2024-01-11 00:00:00,1,59.25,U1013_VALS,2,3207.321,54.132,1,54.132,59.25
1013-DYNAPRIME 2821,2024-01-12 00:00:00,7,927,U1013_VALS,4,6116.182,6.597823085,1,6.597823085,927
1013-DYNAPRIME 2821,2024-01-13 00:00:00,1,189.25,U1013_VALS,4,3457.056,18.26713871,1,18.26713871,189.25
1013-DYNAPRIME 2821,2024-01-14 00:00:00,6,638.5,U1013_VALS,2,2789.434,4.368729836,1,4.368729836,638.5
1013-DYNAPRIME 2821,2024-01-15 00:00:00,3,467.75,U1013_VALS,,,,1,1.594784862,467.75
1013-DYNAPRIME 2821,2024-01-16 00:00:00,,,,6,7078.5785,,1,0,473.7666667
1013-DYNAPRIME 2821,2024-01-19 00:00:00,,,,17,15199.954,,1,0,469.78125
1013-DYNAPRIME 2821,2024-01-20 00:00:00,1,79.25,U1013_VALS,,,,1,0,79.25
1013-DYNAPRIME 2821,2024-01-22 00:00:00,1,189.25,U1013_VALS,,,,1,0,189.25
1013-DYNAPRIME 2821,2024-01-23 00:00:00,6,951.25,U1013_VALS,,,,1,0,951.25
1013-DYNAPRIME 2821,2024-01-24 00:00:00,5,543.5,U1013_VALS,5,4623.21,8.506366145,1,8.506366145,543.5
1013-DYNAPRIME 2821,2024-01-25 00:00:00,3,518.5,U1013_VALS,,,,1,0.410143016,518.5
1013-DYNAPRIME 2821,2024-01-26 00:00:00,3,319.25,U1013_VALS,5,4377.691,13.71242287,1,13.71242287,319.25
1013-DYNAPRIME 2821,2024-01-27 00:00:00,3,378.5,U1013_VALS,,,,1,2.146528546,378.5
1013-DYNAPRIME 2821,2024-01-28 00:00:00,3,600,U1013_VALS,10,9330.403,15.55067167,1,15.55067167,600
1013-DYNAPRIME 2821,2024-01-29 00:00:00,3,529.25,U1013_VALS,5,5653.46799,10.68203683,1,10.68203683,529.25
1013-DYNAPRIME 2821,2024-01-30 00:00:00,2,250,U1013_VALS,10,8861.737,35.446948,1,35.446948,250
1013-DYNAPRIME 2821,2024-01-31 00:00:00,10,1348.5,U1013_VALS,8,7229.90464,5.361442076,1,5.361442076,1348.5
1013-DYNAPRIME 2821,2024-02-07 00:00:00,4,439.25,U1013_VALS,14,13305.13037,30.2905643,1,30.2905643,439.25
1013-DYNAPRIME 2821,2024-02-17 00:00:00,4,420,U1013_VALS,1,1079.391,2.569978571,1,2.569978571,420
1013-DYNAPRIME 2821,2024-02-22 00:00:00,1,200,U1013_VALS,,,,1,2.826976429,200
1013-DYNAPRIME 2821,2024-02-23 00:00:00,2,340,U1013_VALS,,,,1,0,340
1013-DYNAPRIME 2821,2024-02-24 00:00:00,5,410,U1013_VALS,12,10981.687,26.78460244,1,26.78460244,410
1013-DYNAPRIME 2821,2024-02-25 00:00:00,1,50,U1013_VALS,,,,1,192.8491376,50
1013-DYNAPRIME 2821,2024-02-29 00:00:00,7,800,U1013_VALS,18,15468.185,19.33523125,1,19.33523125,800
1013-DYNAPRIME 2821,2024-03-01 00:00:00,3,230,U1013_VALS,,,,1,47.91774701,230
1013-DYNAPRIME 2821,2024-03-10 00:00:00,1,125,U1013_VALS,2,2260.854,18.086832,1,18.086832,125
1013-DYNAPRIME 2821,2024-03-19 00:00:00,4,375,U1013_VALS,,,,1,12.057888,375
1013-DYNAPRIME 2821,2024-03-27 00:00:00,1,40,U1013_VALS,2,1595.71282,39.8928205,1,39.8928205,40
1013-DYNAPRIME 2821,2024-03-28 00:00:00,5,664.25,U1013_VALS,,,,1,37.49054301,664.25
1013-DYNAPRIME 2821,2024-03-31 00:00:00,3,324.25,U1013_VALS,3,3175.24,9.792567463,1,9.792567463,324.25
1013-DYNAPRIME 2821,2024-04-10 00:00:00,5,846.25,U1013_VALS,17,15545.928,18.37037282,1,18.37037282,846.25
1013-DYNAPRIME 2821,2024-04-11 00:00:00,1,39.25,U1013_VALS,,,,1,377.7042259,39.25
1013-DYNAPRIME 2821,2024-04-12 00:00:00,4,397.75,U1013_VALS,,,,1,0,397.75
1013-DYNAPRIME 2821,2024-04-14 00:00:00,2,228.5,U1013_VALS,10,13615.263,59.58539606,1,59.58539606,228.5
1013-DYNAPRIME 2821,2024-04-15 00:00:00,5,703.5,U1013_VALS,4,4323.326,6.145452736,1,6.145452736,703.5
1013-DYNAPRIME 2821,2024-04-20 00:00:00,6,637.75,U1013_VALS,24,31213.33324,48.94289806,1,48.94289806,637.75
1013-DYNAPRIME 2821,2024-04-21 00:00:00,7,945,U1013_VALS,1,1476.138,1.562050794,1,1.562050794,945
1013-DYNAPRIME 2821,2024-04-27 00:00:00,1,70,U1013_VALS,5,5816.911,83.09872857,1,83.09872857,70
1013-DYNAPRIME 2821,2024-04-28 00:00:00,3,333,U1013_VALS,,,,1,65.63052737,333
1013-DYNAPRIME 2821,2024-04-30 00:00:00,1,189.25,U1013_VALS,4,4108.9533,21.71177437,1,21.71177437,189.25
1013-DYNAPRIME 2821,2024-05-04 00:00:00,2,378.5,U1013_VALS,8,10973.911,28.99315984,1,28.99315984,378.5
1013-DYNAPRIME 2821,2024-05-05 00:00:00,,,,5,7734.401,,1,7.319643285,506.328125
1013-DYNAPRIME 2821,2024-05-17 00:00:00,1,105,U1013_VALS,,,,1,0,105
1013-DYNAPRIME 2821,2024-05-18 00:00:00,8,1405,U1013_VALS,17,16477.098,11.72747189,1,11.72747189,1405
1013-DYNAPRIME 2821,2024-05-19 00:00:00,2,210,U1013_VALS,,,,1,66.73489954,210
1013-DYNAPRIME 2821,2024-05-22 00:00:00,6,778.5,U1013_VALS,13,11859.26716,15.23348383,1,15.23348383,778.5
1013-DYNAPRIME 2821,2024-05-23 00:00:00,2,300,U1013_VALS,3,2796.401,9.321336667,1,9.321336667,300
1013-DYNAPRIME 2821,2024-05-25 00:00:00,2,330,U1013_VALS,15,14401.398,43.6406,1,43.6406,330
1013-DYNAPRIME 2821,2024-05-26 00:00:00,8,1045,U1013_VALS,12,15114.7932,14.46391694,1,14.46391694,1045
1013-DYNAPRIME 2821,2024-05-29 00:00:00,1,20,U1013_VALS,,,,1,741.2757431,20
1013-DYNAPRIME 2821,2024-05-30 00:00:00,11,1085,U1013_VALS,10,9561.496,8.81243871,1,8.81243871,1085
1013-DYNAPRIME 2821,2024-05-31 00:00:00,5,569.25,U1013_VALS,11,13990.323,24.57676416,1,24.57676416,569.25
1013-DYNAPRIME 2821,2024-06-01 00:00:00,3,389.25,U1013_VALS,13,12639.199,32.47064611,1,32.47064611,389.25
1013-DYNAPRIME 2821,2024-06-02 00:00:00,2,254.25,U1013_VALS,,,,1,17.24105103,254.25
1013-DYNAPRIME 2821,2024-06-03 00:00:00,3,435,U1013_VALS,,,,1,0,435
1013-DYNAPRIME 2821,2024-06-06 00:00:00,2,330,U1013_VALS,,,,1,0,330
1013-DYNAPRIME 2821,2024-06-07 00:00:00,3,340,U1013_VALS,10,10461.2898,30.76849941,1,30.76849941,340
1013-DYNAPRIME 2821,2024-06-09 00:00:00,5,505,U1013_VALS,13,12026.534,23.81491881,1,23.81491881,505
1013-DYNAPRIME 2821,2024-06-12 00:00:00,4,415,U1013_VALS,4,3554.7975,8.565777108,1,8.565777108,415
1013-DYNAPRIME 2821,2024-06-15 00:00:00,4,582.25,U1013_VALS,12,13133.06,22.55570631,1,22.55570631,582.25
1013-DYNAPRIME 2821,2024-06-16 00:00:00,6,820,U1013_VALS,4,5537.91882,6.753559537,1,6.753559537,820
1013-DYNAPRIME 2821,2024-06-19 00:00:00,3,290,U1013_VALS,,,,1,12.34271226,290
1013-DYNAPRIME 2821,2024-06-22 00:00:00,1,140,U1013_VALS,,,,1,0,140
1013-DYNAPRIME 2821,2024-06-23 00:00:00,3,200,U1013_VALS,,,,1,0,200
1013-DYNAPRIME 2821,2024-06-29 00:00:00,4,600,U1013_VALS,18,16854.64762,28.09107937,1,28.09107937,600
1013-DYNAPRIME 2821,2024-07-04 00:00:00,1,200,U1013_VALS,11,10503.127,52.515635,1,52.515635,200
1013-DYNAPRIME 2821,2024-07-05 00:00:00,6,980,U1013_VALS,11,10612.8929,10.82948255,1,10.82948255,980
1013-DYNAPRIME 2821,2024-07-14 00:00:00,1,90,U1013_VALS,5,5425.944,60.28826667,1,60.28826667,90
1013-DYNAPRIME 2821,2024-07-15 00:00:00,3,310,U1013_VALS,5,7528.86101,24.28664842,1,24.28664842,310
1013-DYNAPRIME 2821,2024-07-19 00:00:00,1,125,U1013_VALS,4,3678.32,29.42656,1,29.42656,125
1013-DYNAPRIME 2821,2024-07-20 00:00:00,2,175,U1013_VALS,,,,1,8.407588571,175
1013-DYNAPRIME 2821,2024-07-29 00:00:00,1,55,U1013_VALS,,,,1,0,55
1013-DYNAPRIME 2821,2024-07-30 00:00:00,3,225,U1013_VALS,,,,1,0,225
1013-DYNAPRIME 2821,2024-07-31 00:00:00,1,65,U1013_VALS,,,,1,0,65
1013-DYNAPRIME 2821,2024-09-14 00:00:00,6,716,U1013_VALS,,,,1,0,716
1013-DYNAPRIME 2821,2024-09-15 00:00:00,1,55,U1013_VALS,,,,1,0,55
1013-DYNAPRIME 2821,2024-09-16 00:00:00,2,85,U1013_VALS,,,,1,0,85
1013-DYNAPRIME 2821,2024-09-17 00:00:00,5,775,U1013_VALS,,,,1,0,775
1013-DYNAPRIME 2821,2024-09-20 00:00:00,1,30,U1013_VALS,3,4343.706,144.7902,1,144.7902,30
1013-DYNAPRIME 2821,2024-09-21 00:00:00,2,240,U1013_VALS,1,1477.458,6.156075,1,6.156075,240
1013-DYNAPRIME 2821,2024-09-27 00:00:00,4,370,U1013_VALS,7,6134.342,16.5793027,1,16.5793027,370
1013-DYNAPRIME 2821,2024-09-28 00:00:00,,,,1,854.1,,1,1.951959633,419.375
1013-DYNAPRIME 2821,2024-09-29 00:00:00,3,360,U1013_VALS,5,4500.261,12.500725,1,12.500725,360
1013-DYNAPRIME 2821,2024-10-05 00:00:00,1,140,U1013_VALS,12,12474.56857,89.10406121,1,89.10406121,140
1013-DYNAPRIME 2821,2024-10-06 00:00:00,3,345,U1013_VALS,6,8666.3715,25.11991739,1,25.11991739,345
1013-DYNAPRIME 2821,2024-10-09 00:00:00,3,200,U1013_VALS,4,5548.12309,27.74061545,1,27.74061545,200
1013-DYNAPRIME 2821,2024-10-10 00:00:00,1,145,U1013_VALS,11,9881.00819,68.14488407,1,68.14488407,145
1013-DYNAPRIME 2821,2024-10-11 00:00:00,3,420,U1013_VALS,4,3737.43567,8.898656357,1,8.898656357,420
1013-DYNAPRIME 2821,2024-10-13 00:00:00,3,265,U1013_VALS,,,,1,5.204874473,265
1013-DYNAPRIME 2821,2024-10-16 00:00:00,1,80,U1013_VALS,,,,1,0,80
1013-DYNAPRIME 2821,2024-10-20 00:00:00,3,470,U1013_VALS,6,7191.79542,15.30169238,1,15.30169238,470
1013-DYNAPRIME 2821,2024-10-21 00:00:00,8,925,U1013_VALS,11,9795.45679,10.58968302,1,10.58968302,925
1013-DYNAPRIME 2821,2024-10-23 00:00:00,5,800,U1013_VALS,,,,1,1.654637971,800
1013-DYNAPRIME 2821,2024-10-24 00:00:00,1,110,U1013_VALS,,,,1,0,110
1013-DYNAPRIME 2821,2024-10-26 00:00:00,6,760,U1013_VALS,17,19777.35268,26.02283247,1,26.02283247,760
1013-DYNAPRIME 2821,2024-10-27 00:00:00,2,180,U1013_VALS,2,3163.755,17.57641667,1,17.57641667,180
1013-DYNAPRIME 2821,2024-10-28 00:00:00,4,670,U1013_VALS,,,,1,12.85439428,670
1013-DYNAPRIME 2821,2024-10-31 00:00:00,7,840,U1013_VALS,1,1041.04,1.239333333,1,1.239333333,840
1013-DYNAPRIME 2821,2024-11-11 00:00:00,2,170,U1013_VALS,,,,1,4.884431373,170
1013-DYNAPRIME 2821,2024-11-13 00:00:00,1,160,U1013_VALS,1,1172.08,7.3255,1,7.3255,160
1013-DYNAPRIME 2821,2024-11-21 00:00:00,1,100,U1013_VALS,9,8349.646,83.49646,1,83.49646,100
1013-DYNAPRIME 2821,2024-11-22 00:00:00,4,420,U1013_VALS,5,5158.248,12.28154286,1,12.28154286,420
1013-DYNAPRIME 2821,2024-11-23 00:00:00,2,180,U1013_VALS,,,,1,16.37539048,180
1013-DYNAPRIME 2821,2024-11-30 00:00:00,1,130,U1013_VALS,5,4516.1,19.10657692,1,19.10657692,130
1013-DYNAPRIME 2821,2024-12-01 00:00:00,1,70,U1013_VALS,,,15.63265385,1,15.63265385,70
1013-DYNAPRIME 2821,2024-12-05 00:00:00,1,50,U1013_VALS,3,2578.558,51.57116,1,51.57116,50
1013-DYNAPRIME 2821,2024-12-06 00:00:00,2,100,U1013_VALS,,,,1,25.78558,100
1013-DYNAPRIME 2821,2024-12-28 00:00:00,2,150,U1013_VALS,18,20229.54324,134.8636216,1,134.8636216,150
1013-DYNAPRIME 2821,2024-12-29 00:00:00,2,245,U1013_VALS,2,3082.56,12.58187755,1,12.58187755,245
1013-DYNAPRIME 2821,2024-12-31 00:00:00,1,200,U1013_VALS,6,5529.061,27.645305,1,27.645305,200
